eBird_count,eBird_code,State,County,PerCapitaIncome,Population,Region,Subregion,logcheck,logGDP,logpop,RDistance,RDistance_Deviation
231,US-KY-103,Kentucky,Henry,21923,15425,South,East South Central,5.442417710521793,9.995291593011165,9.643744848773588,0.6917876726092916,0.9063094814382169
165,US-KY-105,Kentucky,Hickman,19292,4834,South,East South Central,5.10594547390058,9.867445781188863,8.483429561263428,0.3315706663621621,0.3639678100724343
1972,US-KY-107,Kentucky,Hopkins,22132,46810,South,East South Central,7.586803535162581,10.004779804018,10.753852134294116,-0.1976381017687238,-0.43280736386986673
186,US-KY-109,Kentucky,Jackson,15880,13418,South,East South Central,5.225746673713202,9.672815734801127,9.504352368122833,0.5291093813155913,0.6613815217221057
30029,US-KY-111,Kentucky,Jefferson,27925,746580,South,East South Central,10.309918860389617,10.237277623937402,13.523258056997731,-0.48766074173961954,-0.8694646026117304
1824,US-KY-113,Kentucky,Jessamine,25637,49112,South,East South Central,7.508787170634276,10.151791899508838,10.801858683107332,-0.013761017116160488,-0.15596256285588528
175,US-KY-115,Kentucky,Johnson,19445,23377,South,East South Central,5.1647859739235145,9.875345246589848,10.059507911994038,0.942116599790805,1.2832039822649866
3508,US-KY-117,Kentucky,Kenton,27704,160828,South,East South Central,8.162801353492073,10.229332086082257,11.988090749921481,0.1378122979780166,0.07224577716410642
82,US-KY-119,Kentucky,Knott,18448,16217,South,East South Central,4.406719247264253,9.82271124250884,9.693815353719375,1.245696940660751,1.7402736558390464
122,US-KY-121,Kentucky,Knox,14367,31865,South,East South Central,4.804021044733257,9.572689189010719,10.369263507748395,1.052383290098413,1.4492211887829196
513,US-KY-123,Kentucky,Larue,19611,14149,South,East South Central,6.240275845170769,9.883845912280838,9.557399229195953,0.05629983802648394,-0.050479144204324755
1309,US-KY-125,Kentucky,Laurel,19923,59178,South,East South Central,7.1770187659099,9.899630122208823,10.988305130182049,0.06996803151094973,-0.02990035205859677
142,US-KY-127,Kentucky,Lawrence,17960,15877,South,East South Central,4.955827057601261,9.795902341856191,9.672626800077511,0.863875809166581,1.165404876669705
86,US-KY-129,Kentucky,Lee,13969,7554,South,East South Central,4.454347296253507,9.544595867727551,8.929832503272403,0.7070941154797188,0.9293548170693647
144,US-KY-131,Kentucky,Leslie,16424,11220,South,East South Central,4.969813299576001,9.70649895869877,9.325453179076687,0.649272390386217,0.8422985968337536
234,US-KY-133,Kentucky,Letcher,17886,24202,South,East South Central,5.455321115357702,9.791773562906126,10.094190553357997,0.7066052338243889,0.928618758278543
104,US-KY-135,Kentucky,Lewis,16132,13859,South,East South Central,4.6443908991413725,9.688560155993258,9.536690120068803,0.929693771210229,1.2645002078772278
887,US-KY-137,Kentucky,Lincoln,17420,24602,South,East South Central,6.787844982309579,9.765374250406493,10.11058301942873,-0.15238814342523163,-0.36467915889443286
782,US-KY-139,Kentucky,Livingston,19795,9467,South,East South Central,6.661854740545311,9.89318465954023,9.15556734612889,-0.3850042337093125,-0.7149052642790604
828,US-KY-141,Kentucky,Logan,19143,26822,South,East South Central,6.71901315438526,9.859692392536457,10.196977725270886,2.0224061004054685e-4,-0.1349395228505402
2121,US-KY-143,Kentucky,Lyon,22123,8394,South,East South Central,7.659642954564682,10.004373070309986,9.035272443893536,-1.0103135860755597,-1.6563691968572518
7693,US-KY-151,Kentucky,Madison,21800,83976,South,East South Central,8.948066103458935,9.98966524877718,11.338286322715634,-0.7978653825413166,-1.3365078027942183
32,US-KY-153,Kentucky,Magoffin,15118,13179,South,East South Central,3.4657359027997265,9.623641365852121,9.486379932643889,1.6235864203062162,2.30922295148075
95,US-KY-155,Kentucky,Marion,18865,19943,South,East South Central,4.553876891600541,9.84506363239841,9.900633483553221,1.2469993284430865,1.742234527076074
4195,US-KY-157,Kentucky,Marshall,22381,31296,South,East South Central,8.341648618901306,10.01596766362013,10.351245572834545,-0.8354300447379174,-1.3930650483619598
21,US-KY-159,Kentucky,Martin,15525,12835,South,East South Central,3.044522437723423,9.65020690680168,9.45993109330524,1.9071081691072542,2.7360924674852565
397,US-KY-161,Kentucky,Mason,23347,17452,South,East South Central,5.983936280687191,10.058223775185438,9.7672095342435,0.4427663006225778,0.5313836318895718
1199,US-KY-145,Kentucky,McCracken,25957,65610,South,East South Central,7.089243155027514,10.16419660173648,11.091483402338923,0.37425500972704423,0.4282332326376844
699,US-KY-147,Kentucky,McCreary,11818,18163,South,East South Central,6.54965074223381,9.37737907190562,9.807141836749443,-0.42586334063720177,-0.77642261620159
140,US-KY-149,Kentucky,McLean,19984,9524,South,East South Central,4.941642422609304,9.90268723236536,9.161570207606754,0.7502179541113109,0.9942819424231313
228,US-KY-163,Kentucky,Meade,20898,29028,South,East South Central,5.429345628954441,9.947408739594056,10.276016160398028,0.9144455339319879,1.241542506415488
232,US-KY-165,Kentucky,Menifee,15942,6334,South,East South Central,5.44673737166631,9.676712414987868,8.753687227098585,0.07776269449792932,-0.01816473025624551
935,US-KY-167,Kentucky,Mercer,24138,21313,South,East South Central,6.840546529288687,10.091542641177844,9.967072494161238,0.005191285850348782,-0.12742803092422078
459,US-KY-169,Kentucky,Metcalfe,17171,10043,South,East South Central,6.129050210060545,9.750977193313803,9.21463115339334,-0.11855477058628584,-0.31373973167364555
192,US-KY-171,Kentucky,Monroe,16656,10874,South,East South Central,5.2574953720277815,9.72052579085475,9.294129897705867,0.46000088782314263,0.5573319759864661
143,US-KY-173,Kentucky,Montgomery,20436,26762,South,East South Central,4.962844630259907,9.92505333045069,10.194738249864933,1.1604776065537596,1.6119676755807002
78,US-KY-175,Kentucky,Morgan,16233,13657,South,East South Central,4.356708826689592,9.694801486310846,9.522007489678424,1.1147545765208142,1.5431272152528417
1456,US-KY-177,Kentucky,Muhlenberg,20008,31427,South,East South Central,7.283448228756631,9.903887472557455,10.355422675029144,-0.25499615306782514,-0.519165478196366
1291,US-KY-179,Kentucky,Nelson,23545,43905,South,East South Central,7.1631723908466425,10.066668762677654,10.689783487794095,0.08741715724762639,-0.0036289993690225173
96,US-KY-181,Kentucky,Nicholas,20450,7085,South,East South Central,4.564348191467836,9.925738161470948,8.865735152124781,0.8951077307490872,1.21242756648519
411,US-KY-183,Kentucky,Ohio,19005,23955,South,East South Central,6.018593214496234,9.85245738142335,10.083932349317223,0.3919900501502739,0.45493505764334585
3011,US-KY-185,Kentucky,Oldham,33591,60940,South,East South Central,8.010027528481734,10.422013452928306,11.0176450525397,-0.019421893647441527,-0.16448556200952327
275,US-KY-187,Kentucky,Owen,23991,10807,South,East South Central,5.616771097666572,10.085434038999999,9.287949351303165,0.5002654318799151,0.617954155788687
24,US-KY-189,Kentucky,Owsley,13611,4738,South,East South Central,3.1780538303479458,9.518633568332074,8.463370384718731,1.3545491115457036,1.904161166050148
462,US-KY-191,Kentucky,Pendleton,23122,14714,South,East South Central,6.135564891081739,10.048539824235267,9.59655470049221,0.26626542430660477,0.2656444285798366
103,US-KY-193,Kentucky,Perry,18224,28488,South,East South Central,4.634728988229636,9.810494685686963,10.257238224957614,1.302420829350896,1.8256769767957317
441,US-KY-195,Kentucky,Pike,19351,64473,South,East South Central,6.089044875446846,9.870499376709148,11.074001810493316,0.7501932284974183,0.99424471561115
590,US-KY-197,Kentucky,Powell,15174,12582,South,East South Central,6.380122536899765,9.62733871589802,9.440022500129976,-0.2795900466572678,-0.5561939724744505
12618,US-KY-199,Kentucky,Pulaski,20667,63369,South,East South Central,9.442879644930755,9.936293504261306,11.056730061855353,-1.2668151648929176,-2.0425572239387093
76,US-KY-201,Kentucky,Robertson,17641,2254,South,East South Central,4.330733340286331,9.777981017296407,7.720461694599722,0.4625327880972598,0.5611439976361439
428,US-KY-203,Kentucky,Rockcastle,16513,16997,South,East South Central,6.059123195581797,9.711903228462988,9.740792136877351,0.11795254918745995,0.04234499745304049
2102,US-KY-205,Kentucky,Rowan,17094,23425,South,East South Central,7.650644551436897,9.746482803725963,10.061559107106623,-0.7354981531237684,-1.2426078845389408
1167,US-KY-207,Kentucky,Russell,17107,17636,South,East South Central,7.062191632286556,9.747243015452291,9.777697546477828,-0.4827920092981516,-0.8621342532835619
1119,US-KY-209,Kentucky,Scott,27802,48149,South,East South Central,7.020190708311925,10.232863239537037,10.782055648578622,0.3446268743870538,0.3836251986996142
2141,US-KY-211,Kentucky,Shelby,27039,42911,South,East South Central,7.669028288589683,10.205035547224519,10.666883482305026,-0.12883921705143792,-0.3292239642008458
271,US-KY-213,Kentucky,Simpson,19441,17443,South,East South Central,5.602118820879701,9.87513951702064,9.766693701018134,0.5469370247090692,0.6882227694890108
475,US-KY-215,Kentucky,Spencer,26666,17303,South,East South Central,6.163314804034641,10.191144624675404,9.758635175856648,0.42610427105577614,0.5062973288919678
663,US-KY-217,Kentucky,Taylor,18790,24585,South,East South Central,6.4967749901858625,9.84108009240751,10.10989177984604,0.09043937810942526,9.212475238186193e-4
