eBird_count,eBird_code,State,County,PerCapitaIncome,Population,Region,Division,logcheck,logGDP,logpop,RDistance,RDistance_Deviation
2813,US-IN-177,Indiana,Wayne,21114,68557,Midwest,East North Central,7.94200680848986,9.95769160654964,11.1354207950214,0.006900721966263,0.426529096329992
1016,US-IN-179,Indiana,Wells,24269,27707,Midwest,East North Central,6.92362862813843,10.0969550947403,10.2294403678315,0.321498710128096,1.15273451286775
1522,US-IN-181,Indiana,White,23666,24542,Midwest,East North Central,7.32778053842163,10.0717946979445,10.1081412145365,0.077410328493188,0.58929065267999
714,US-IN-183,Indiana,Whitley,24613,33274,Midwest,East North Central,6.57088296233958,10.1110300376217,10.4125315902197,0.548943621715449,1.67775925229399
5129,US-MI-001,Michigan,Alcona,22719,10785,Midwest,East North Central,8.54266598738927,10.0309568577819,9.28591155882326,-0.785698033902606,-1.40307417931769
7890,US-MI-003,Michigan,Alger,19717,9497,Midwest,East North Central,8.97335141383992,9.88923648676627,9.15873123824295,-1.15626235956679,-2.25847005150796
23573,US-MI-005,Michigan,Allegan,24140,111742,Midwest,East North Central,10.0678572682719,10.0916254946515,11.6239479215464,-0.666267060983962,-1.12738449693079
2808,US-MI-007,Michigan,Alpena,21948,29399,Midwest,East North Central,7.9402277651457,9.99643129817887,10.2887159391429,-0.214184603739367,-0.083815429337642
6399,US-MI-009,Michigan,Antrim,24370,23504,Midwest,East North Central,8.76389700713946,10.1011081466193,10.0649258984137,-0.569154003042466,-0.903212597085769
2649,US-MI-011,Michigan,Arenac,20039,15753,Midwest,East North Central,7.88193748927207,9.90543565375415,9.66478610230597,-0.464418227170111,-0.661444719966786
4252,US-MI-013,Michigan,Baraga,17701,8787,Midwest,East North Central,8.35514473946184,9.78137641414116,9.08102863549584,-0.986412199867224,-1.8663947343887
23991,US-MI-015,Michigan,Barry,25059,59121,Midwest,East North Central,10.085434039,10.128988323424,10.9873414702287,-0.843910309951442,-1.53744906970608
22779,US-MI-017,Michigan,Bay,23799,107312,Midwest,East North Central,10.0335943378813,10.0773988419701,11.5834957583395,-0.676641741120224,-1.15133299372132
7476,US-MI-019,Michigan,Benzie,24831,17474,Midwest,East North Central,8.91945316857545,10.1198481515535,9.76846934085804,-0.72157440012384,-1.25505374711369
29950,US-MI-021,Michigan,Berrien,24013,156290,Midwest,East North Central,10.3072846035436,10.0863506293483,11.9594685348362,-0.671138379895253,-1.13862925472385
4131,US-MI-023,Michigan,Branch,19947,44398,Midwest,East North Central,8.32627478739676,9.90083403507057,10.7009497023607,-0.347358184456842,-0.391227998063318
15565,US-MI-025,Michigan,Calhoun,22978,135534,Midwest,East North Central,9.65278008287571,10.0422925154133,11.8169778103353,-0.468476106142242,-0.670811765530029
2884,US-MI-027,Michigan,Cass,22743,52212,Midwest,East North Central,7.96693349840484,10.0320126847244,10.8630676325087,-0.019103879399005,0.366501114343507
11900,US-MI-029,Michigan,Charlevoix,26947,26030,Midwest,East North Central,9.38429367909962,10.2016272528867,10.1670049979886,-0.730795778680704,-1.27634000865359
6756,US-MI-031,Michigan,Cheboygan,23412,25985,Midwest,East North Central,8.81818627792769,10.0610039904111,10.1652747274425,-0.597171907417452,-0.967888007237104
35800,US-MI-033,Michigan,Chippewa,20589,38760,Midwest,East North Central,10.4857031723888,9.93251223157674,10.5651440660047,-1.33913468934785,-2.68060522534627
2291,US-MI-035,Michigan,Clare,18148,30823,Midwest,East North Central,7.7367436824535,9.80631564078385,10.3360164435269,-0.276021360804034,-0.22655692677656
9498,US-MI-037,Michigan,Clinton,28449,75802,Midwest,East North Central,9.15883652910907,10.2558682895518,11.2358799565067,-0.237785583993796,-0.138294988461684
11850,US-MI-039,Michigan,Crawford,21492,14017,Midwest,East North Central,9.38008314656328,9.97543605184871,9.54802615766306,-1.13750876556625,-2.21518000498758
5713,US-MI-041,Michigan,Delta,22471,36967,Midwest,East North Central,8.65049955872446,10.0199808679719,10.5177809017622,-0.444772977188286,-0.616096410432459
